Date Start,Date End,Service,Usage Type,Blended Cost,Unblended Cost,Usage Quantity,Unit
2023-09-17,2023-09-18,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-17,2023-09-18,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-17,2023-09-18,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-17,2023-09-18,Amazon Virtual Private Cloud,USE1-PublicIPv4:IdleAddress,0.00,0.00,24.00,Hrs
2023-09-17,2023-09-18,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,191.77,Hrs
2023-09-18,2023-09-19,Amazon Elastic Container Service,DataTransfer-Regional-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,0.79,0.61,177.06,Hrs
2023-09-18,2023-09-19,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,1.79,1.40,44.27,Hrs
2023-09-18,2023-09-19,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-18,2023-09-19,Amazon Relational Database Service,Aurora:StorageIOUsage,0.06,0.05,296674.00,IOs
2023-09-18,2023-09-19,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-18,2023-09-19,Amazon Relational Database Service,InstanceUsage:db.r5.large,4.05,3.16,13.96,Hrs
2023-09-18,2023-09-19,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,79.00,Requests
2023-09-18,2023-09-19,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,605.00,Requests
2023-09-18,2023-09-19,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.02,GB-Month
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-18,2023-09-19,Amazon Virtual Private Cloud,USE1-PublicIPv4:IdleAddress,0.00,0.00,24.19,Hrs
2023-09-18,2023-09-19,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,103.42,Hrs
2023-09-19,2023-09-20,Amazon Elastic Container Service,DataTransfer-Regional-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.11,0.87,249.66,Hrs
2023-09-19,2023-09-20,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,2.53,1.97,62.41,Hrs
2023-09-19,2023-09-20,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-19,2023-09-20,Amazon Relational Database Service,Aurora:ServerlessV2Usage,0.58,0.46,4.87,ACU-Hr
2023-09-19,2023-09-20,Amazon Relational Database Service,Aurora:StorageIOUsage,0.10,0.08,515429.00,IOs
2023-09-19,2023-09-20,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-19,2023-09-20,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Relational Database Service,InstanceUsage:db.r5.large,4.72,3.68,16.29,Hrs
2023-09-19,2023-09-20,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,70.00,Requests
2023-09-19,2023-09-20,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,478.00,Requests
2023-09-19,2023-09-20,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.02,GB-Month
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-19,2023-09-20,Amazon Virtual Private Cloud,USE1-PublicIPv4:IdleAddress,0.00,0.00,17.66,Hrs
2023-09-19,2023-09-20,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,145.56,Hrs
2023-09-20,2023-09-21,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.28,1.00,288.00,Hrs
2023-09-20,2023-09-21,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,2.91,2.27,72.00,Hrs
2023-09-20,2023-09-21,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-20,2023-09-21,Amazon Relational Database Service,Aurora:ServerlessV2Usage,2.88,2.25,24.00,ACU-Hr
2023-09-20,2023-09-21,Amazon Relational Database Service,Aurora:StorageIOUsage,0.09,0.07,473766.00,IOs
2023-09-20,2023-09-21,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-20,2023-09-21,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,68.00,Requests
2023-09-20,2023-09-21,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,347.00,Requests
2023-09-20,2023-09-21,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.02,GB-Month
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-In-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-Out-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,168.00,Hrs
2023-09-20,2023-09-21,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Bytes,0.00,0.00,0.00,GB
2023-09-20,2023-09-21,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Hours,0.04,0.03,4.00,Hrs
2023-09-21,2023-09-22,Amazon Elastic Container Service,DataTransfer-Regional-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.29,1.00,289.37,Hrs
2023-09-21,2023-09-22,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,2.93,2.28,72.34,Hrs
2023-09-21,2023-09-22,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
